anime_id,total_seasons,total_episodes,avg_rating,max_rating,min_rating,rating_range,char_count,anime_age,is_ongoing,status_encoded,studio_encoded,total_seasons_zscore,total_episodes_zscore,avg_rating_zscore,char_count_zscore,anime_age_zscore,rating_range_zscore,total_seasons_minmax,total_episodes_minmax,avg_rating_minmax,char_count_minmax,anime_age_minmax,rating_range_minmax,genre_action,genre_drama,genre_sci-fi,genre_fantasy,genre_isekai,genre_romance,genre_sports,genre_mystery
11,4,48,7.18,7.8,6.5,1.3,4,10,0,0,19,1.5786741433325042,-0.2461276694844903,-2.116248372739087,0.20319495952707334,-0.4701888644348378,3.0047361967736492,0.5,0.04355885078776645,0.040000000000000036,0.75,0.22222222222222224,0.5909090909090909,0,0,0,0,0,0,0,0
12,2,732,8.05,8.2,7.9,0.3,4,20,1,1,19,-0.024795928952866468,3.9932489179913566,-0.3970512204917668,0.20319495952707334,0.7395808928643469,0.24992134717966072,0.16666666666666666,0.6774791473586654,0.47500000000000053,0.75,0.5,0.13636363636363635,1,0,0,0,0,0,0,0
13,2,24,8.1,8.8,7.4,1.4,4,9,1,1,15,-0.024795928952866468,-0.3948777251853972,-0.2982467864545667,0.20319495952707334,-0.5911658401647563,3.2802176817330477,0.16666666666666666,0.021316033364226137,0.5,0.75,0.19444444444444445,0.6363636363636364,1,0,0,0,0,0,0,0
14,3,415,7.9,8.0,7.8,0.2,4,15,0,0,0,0.7769391071898188,2.028508598941878,-0.693464522603374,0.20319495952707334,0.13469601421475452,-0.025560137779738017,0.33333333333333337,0.38368860055607046,0.40000000000000036,0.75,0.36111111111111105,0.09090909090909091,1,0,0,0,0,0,0,0
15,2,47,8.65,9.1,8.2,0.9,4,13,0,0,29,-0.024795928952866468,-0.2523255884720281,0.7886019879546587,0.20319495952707334,-0.1072579372450824,1.9028102569360537,0.16666666666666666,0.042632066728452274,0.7750000000000004,0.75,0.3055555555555556,0.40909090909090906,0,0,1,0,0,0,0,0
16,2,50,8.8,8.9,8.7,0.2,4,18,0,0,25,-0.024795928952866468,-0.23373183150941473,1.085015290066266,0.20319495952707334,0.4976269414045099,-0.025560137779738017,0.16666666666666666,0.04541241890639481,0.8500000000000005,0.75,0.4444444444444444,0.09090909090909091,0,0,0,0,0,0,0,0
17,1,26,8.5,8.5,8.5,0.0,4,29,0,0,7,-0.8265309650955518,-0.38248188721032167,0.4921886858430515,0.20319495952707334,1.828373674433613,-0.5765231076985357,0.0,0.023169601482854497,0.7000000000000002,0.75,0.7499999999999999,0.0,0,0,0,0,0,0,0,0
18,1,26,8.9,8.9,8.9,0.0,4,26,0,0,25,-0.8265309650955518,-0.38248188721032167,1.2826241581406697,0.20319495952707334,1.4654427472438576,-0.5765231076985357,0.0,0.023169601482854497,0.9000000000000004,0.75,0.6666666666666666,0.0,0,0,1,0,0,0,0,0
19,2,48,8.9,9.0,8.8,0.2,4,5,1,1,14,-0.024795928952866468,-0.2461276694844903,1.2826241581406697,0.20319495952707334,-1.0750737430844302,-0.025560137779738017,0.16666666666666666,0.04355885078776645,0.9000000000000004,0.75,0.08333333333333334,0.09090909090909091,0,0,0,0,0,0,0,0
20,2,47,8.85,9.0,8.7,0.3,4,4,1,1,14,-0.024795928952866468,-0.2523255884720281,1.183819724103466,0.20319495952707334,-1.1960507188143485,0.24992134717966072,0.16666666666666666,0.042632066728452274,0.875,0.75,0.05555555555555555,0.13636363636363635,1,0,0,0,0,0,0,0
21,2,26,8.7,8.9,8.5,0.4,4,6,0,0,11,-0.024795928952866468,-0.38248188721032167,0.8874064219918588,0.20319495952707334,-0.9540967673545117,0.5254028321390596,0.16666666666666666,0.023169601482854497,0.7999999999999998,0.75,0.1111111111111111,0.18181818181818182,0,1,0,0,0,0,0,0
22,1,22,8.7,8.7,8.7,0.0,4,10,0,0,0,-0.8265309650955518,-0.4072735631604728,0.8874064219918588,0.20319495952707334,-0.4701888644348378,-0.5765231076985357,0.0,0.019462465245597776,0.7999999999999998,0.75,0.22222222222222224,0.0,0,1,0,0,0,0,0,0
23,4,85,8.8,9.0,8.7,0.3,4,10,0,0,20,1.5786741433325042,-0.016804666945592153,1.085015290066266,0.20319495952707334,-0.4701888644348378,0.24992134717966072,0.5,0.0778498609823911,0.8500000000000005,0.75,0.22222222222222224,0.13636363636363635,0,0,0,0,0,0,1,0
24,2,50,8.45,8.6,8.3,0.3,5,8,1,1,29,-0.024795928952866468,-0.23373183150941473,0.3933842518058479,2.1741860669396833,-0.7121428158946748,0.24992134717966072,0.16666666666666666,0.04541241890639481,0.6749999999999998,1.0,0.16666666666666666,0.13636363636363635,0,0,0,0,1,0,0,0
25,4,52,7.82,7.9,7.8,0.1,4,9,1,1,15,1.5786741433325042,-0.22133599353433916,-0.8515516170628976,0.20319495952707334,-0.5911658401647563,-0.3010416227391368,0.5,0.04726598702502317,0.3600000000000003,0.75,0.19444444444444445,0.045454545454545456,0,0,0,0,1,0,0,0
26,1,170,7.7,7.7,7.7,0.0,4,7,0,0,19,-0.8265309650955518,0.5100184469951198,-1.0886822587521832,0.20319495952707334,-0.8331197916245933,-0.5765231076985357,0.0,0.1566265060240964,0.30000000000000027,0.75,0.13888888888888887,0.0,1,0,0,0,0,0,0,0
27,3,37,8.7,8.8,8.5,0.3,4,8,0,0,3,0.7769391071898188,-0.314304778347406,0.8874064219918588,0.20319495952707334,-0.7121428158946748,0.24992134717966072,0.33333333333333337,0.033364226135310475,0.7999999999999998,0.75,0.16666666666666666,0.13636363636363635,1,0,0,0,0,0,0,0
28,2,47,8.15,8.2,8.1,0.1,4,9,0,0,13,-0.024795928952866468,-0.2523255884720281,-0.1994423524173631,0.20319495952707334,-0.5911658401647563,-0.3010416227391368,0.16666666666666666,0.042632066728452274,0.5250000000000004,0.75,0.19444444444444445,0.045454545454545456,0,0,0,0,0,0,0,0
30,1,12,8.1,8.1,8.1,0.0,4,10,0,0,15,-0.8265309650955518,-0.4692527530358507,-0.2982467864545667,0.20319495952707334,-0.4701888644348378,-0.5765231076985357,0.0,0.010194624652455977,0.5,0.75,0.22222222222222224,0.0,0,0,0,0,1,0,0,0
31,1,25,8.2,8.2,8.2,0.0,4,16,0,0,9,-0.8265309650955518,-0.3886798061978594,-0.10063791838016302,0.20319495952707334,0.255672989944673,-0.5765231076985357,0.0,0.022242817423540315,0.5499999999999998,0.75,0.38888888888888884,0.0,0,0,0,0,0,1,0,0
32,2,47,8.95,9.1,8.8,0.3,4,17,0,0,11,-0.024795928952866468,-0.2523255884720281,1.3814285921778697,0.20319495952707334,0.37664996567459147,0.24992134717966072,0.16666666666666666,0.042632066728452274,0.9249999999999998,0.75,0.41666666666666663,0.13636363636363635,0,1,0,0,0,0,0,0
33,1,13,8.2,8.2,8.2,0.0,4,14,0,0,18,-0.8265309650955518,-0.4630548340483129,-0.10063791838016302,0.20319495952707334,0.013719038484836066,-0.5765231076985357,0.0,0.011121408711770158,0.5499999999999998,0.75,0.33333333333333326,0.0,0,1,0,0,0,0,0,0
34,1,12,8.6,8.6,8.6,0.0,4,8,0,0,0,-0.8265309650955518,-0.4692527530358507,0.6897975539174551,0.20319495952707334,-0.7121428158946748,-0.5765231076985357,0.0,0.010194624652455977,0.75,0.75,0.16666666666666666,0.0,0,0,0,0,0,0,0,1
35,3,53,8.37,8.5,8.3,0.2,4,5,1,1,26,0.7769391071898188,-0.21513807454680137,0.23529715734632425,0.20319495952707334,-1.0750737430844302,-0.025560137779738017,0.33333333333333337,0.04819277108433735,0.6349999999999998,0.75,0.08333333333333334,0.09090909090909091,0,0,1,0,0,0,0,0
36,2,23,7.5,8.6,6.4,2.2,4,5,0,0,4,-0.024795928952866468,-0.401075644172935,-1.4838999949009921,0.20319495952707334,-1.0750737430844302,5.484069561408239,0.16666666666666666,0.02038924930491196,0.20000000000000018,0.75,0.08333333333333334,1.0,0,0,0,0,0,0,0,0
37,3,51,8.57,8.8,8.2,0.6,4,5,0,0,26,0.7769391071898188,-0.22753391252187694,0.6305148934951351,0.20319495952707334,-1.0750737430844302,1.076365802057857,0.33333333333333337,0.046339202965708995,0.7350000000000003,0.75,0.08333333333333334,0.2727272727272727,0,0,0,0,0,1,0,0
38,1,51,8.0,8.0,8.0,0.0,4,21,0,0,3,-0.8265309650955518,-0.22753391252187694,-0.49585565452897035,0.20319495952707334,0.8605578685942653,-0.5765231076985357,0.0,0.046339202965708995,0.4500000000000002,0.75,0.5277777777777777,0.0,1,0,0,0,0,0,0,0
39,1,26,8.5,8.5,8.5,0.0,3,20,0,0,16,-0.8265309650955518,-0.38248188721032167,0.4921886858430515,-1.7677961478855366,0.7395808928643469,-0.5765231076985357,0.0,0.023169601482854497,0.7000000000000002,0.5,0.5,0.0,1,0,0,0,0,0,0,0
40,1,27,8.7,8.7,8.7,0.0,4,17,0,0,7,-0.8265309650955518,-0.37628396822278387,0.8874064219918588,0.20319495952707334,0.37664996567459147,-0.5765231076985357,0.0,0.024096385542168676,0.7999999999999998,0.75,0.41666666666666663,0.0,0,0,0,0,0,0,0,0
41,1,24,8.1,8.1,8.1,0.0,4,11,0,0,28,-0.8265309650955518,-0.3948777251853972,-0.2982467864545667,0.20319495952707334,-0.3492118887049193,-0.5765231076985357,0.0,0.021316033364226137,0.5,0.75,0.24999999999999997,0.0,1,0,0,0,0,0,0,0
42,2,25,8.2,8.3,8.1,0.2,4,10,1,1,3,-0.024795928952866468,-0.3886798061978594,-0.10063791838016302,0.20319495952707334,-0.4701888644348378,-0.025560137779738017,0.16666666666666666,0.022242817423540315,0.5499999999999998,0.75,0.22222222222222224,0.09090909090909091,1,0,0,0,0,0,0,0
43,1,51,7.9,7.9,7.9,0.0,4,16,0,0,3,-0.8265309650955518,-0.22753391252187694,-0.693464522603374,0.20319495952707334,0.255672989944673,-0.5765231076985357,0.0,0.046339202965708995,0.40000000000000036,0.75,0.38888888888888884,0.0,1,0,0,0,0,0,0,0
44,2,37,7.6,7.7,7.5,0.2,4,13,1,1,0,-0.024795928952866468,-0.314304778347406,-1.2862911268265884,0.20319495952707334,-0.1072579372450824,-0.025560137779738017,0.16666666666666666,0.033364226135310475,0.25,0.75,0.3055555555555556,0.09090909090909091,1,0,0,0,0,0,0,0
45,2,37,7.75,8.1,7.4,0.7,4,17,0,0,3,-0.024795928952866468,-0.314304778347406,-0.9898778247149812,0.20319495952707334,0.37664996567459147,1.3518472870172558,0.16666666666666666,0.033364226135310475,0.3250000000000002,0.75,0.41666666666666663,0.3181818181818182,1,0,0,0,0,0,0,0
46,1,26,8.3,8.3,8.3,0.0,4,18,0,0,3,-0.8265309650955518,-0.38248188721032167,0.09697094969424415,0.20319495952707334,0.4976269414045099,-0.5765231076985357,0.0,0.023169601482854497,0.6000000000000005,0.75,0.4444444444444444,0.0,0,0,0,0,0,1,0,0
47,2,24,7.55,7.6,7.5,0.1,4,9,1,1,30,-0.024795928952866468,-0.3948777251853972,-1.3850955608637903,0.20319495952707334,-0.5911658401647563,-0.3010416227391368,0.16666666666666666,0.021316033364226137,0.2250000000000001,0.75,0.19444444444444445,0.045454545454545456,1,0,0,0,0,0,0,0
48,3,50,7.83,8.1,7.6,0.5,4,5,1,1,10,0.7769391071898188,-0.23373183150941473,-0.8317907302554576,0.20319495952707334,-1.0750737430844302,0.8008843170984583,0.33333333333333337,0.04541241890639481,0.3650000000000002,0.75,0.08333333333333334,0.22727272727272727,0,0,0,0,1,0,0,0
49,2,46,8.75,8.8,8.7,0.1,1,19,0,0,1,-0.024795928952866468,-0.25852350745956587,0.9862108560290623,-5.709778362710757,0.6186039171344284,-0.3010416227391368,0.16666666666666666,0.041705282669138095,0.8250000000000002,0.0,0.4722222222222222,0.045454545454545456,0,0,0,1,0,0,0,0
50,2,25,8.85,9.0,8.7,0.3,4,7,1,1,10,-0.024795928952866468,-0.3886798061978594,1.183819724103466,0.20319495952707334,-0.8331197916245933,0.24992134717966072,0.16666666666666666,0.022242817423540315,0.875,0.75,0.13888888888888887,0.13636363636363635,0,0,0,0,0,0,0,0
52,3,39,7.37,7.5,7.2,0.3,4,11,0,0,13,0.7769391071898188,-0.3019089403723304,-1.7407915233977176,0.20319495952707334,-0.3492118887049193,0.24992134717966072,0.33333333333333337,0.03521779425393883,0.13500000000000023,0.75,0.24999999999999997,0.13636363636363635,0,0,0,0,0,0,0,1
53,1,24,7.4,7.4,7.4,0.0,3,12,0,0,25,-0.8265309650955518,-0.3948777251853972,-1.6815088629753958,-1.7677961478855366,-0.22823491297500087,-0.5765231076985357,0.0,0.021316033364226137,0.15000000000000036,0.5,0.2777777777777778,0.0,0,0,1,0,0,0,0,0
54,3,62,7.67,7.9,7.5,0.4,4,11,1,1,21,0.7769391071898188,-0.15935680365896127,-1.147964919174505,0.20319495952707334,-0.3492118887049193,0.5254028321390596,0.33333333333333337,0.05653382761816497,0.28500000000000014,0.75,0.24999999999999997,0.18181818181818182,0,0,0,0,1,0,0,0
55,3,36,8.6,8.7,8.5,0.2,4,13,1,1,22,0.7769391071898188,-0.32050269733494374,0.6897975539174551,0.20319495952707334,-0.1072579372450824,-0.025560137779738017,0.33333333333333337,0.032437442075996296,0.75,0.75,0.3055555555555556,0.09090909090909091,0,1,0,0,0,0,0,0
56,3,41,8.03,8.4,7.8,0.6,4,12,0,0,20,0.7769391071898188,-0.2895131023972548,-0.4365729941066503,0.20319495952707334,-0.22823491297500087,1.076365802057857,0.33333333333333337,0.037071362372567196,0.46499999999999986,0.75,0.2777777777777778,0.2727272727272727,0,0,1,0,0,0,0,0
57,1,99,8.7,8.7,8.7,0.0,4,12,0,0,0,-0.8265309650955518,0.06996619887993688,0.8874064219918588,0.20319495952707334,-0.22823491297500087,-0.5765231076985357,0.0,0.09082483781278962,0.7999999999999998,0.75,0.2777777777777778,0.0,0,0,1,0,0,0,0,0
58,5,313,9.02,9.1,8.9,0.2,3,18,0,0,2,2.3804091794751896,1.3963208622130234,1.5197547998299534,-1.7677961478855366,0.4976269414045099,-0.025560137779738017,0.6666666666666666,0.2891566265060241,0.96,0.5,0.4444444444444444,0.09090909090909091,0,0,0,0,0,0,0,0
59,1,47,8.5,8.5,8.5,0.0,4,18,0,0,15,-0.8265309650955518,-0.2523255884720281,0.4921886858430515,0.20319495952707334,0.4976269414045099,-0.5765231076985357,0.0,0.042632066728452274,0.7000000000000002,0.75,0.4444444444444444,0.0,0,1,0,0,0,0,0,0
60,1,11,8.4,8.4,8.4,0.0,4,13,0,0,0,-0.8265309650955518,-0.4754506720233885,0.29457981776864783,0.20319495952707334,-0.1072579372450824,-0.5765231076985357,0.0,0.009267840593141797,0.6500000000000004,0.75,0.3055555555555556,0.0,0,1,0,0,0,0,0,0
61,1,1,8.5,8.5,8.5,0.0,2,36,0,0,24,-0.8265309650955518,-0.5374298618987663,0.4921886858430515,-3.7387872552981465,2.675212504543042,-0.5765231076985357,0.0,0.0,0.7000000000000002,0.25,0.9444444444444444,0.0,0,1,0,0,0,0,0,0
62,1,1,8.7,8.7,8.7,0.0,3,27,0,0,24,-0.8265309650955518,-0.5374298618987663,0.8874064219918588,-1.7677961478855366,1.5864197229737762,-0.5765231076985357,0.0,0.0,0.7999999999999998,0.5,0.6944444444444444,0.0,0,0,0,1,0,0,0,0
63,1,1,8.8,8.8,8.8,0.0,4,23,0,0,24,-0.8265309650955518,-0.5374298618987663,1.085015290066266,0.20319495952707334,1.1025118200541022,-0.5765231076985357,0.0,0.0,0.8500000000000005,0.75,0.5833333333333333,0.0,0,0,0,1,0,0,0,0
64,1,1,8.6,8.6,8.6,0.0,4,20,0,0,24,-0.8265309650955518,-0.5374298618987663,0.6897975539174551,0.20319495952707334,0.7395808928643469,-0.5765231076985357,0.0,0.0,0.75,0.75,0.5,0.0,0,0,0,1,0,0,0,0
65,1,1,8.9,8.9,8.9,0.0,2,8,0,0,5,-0.8265309650955518,-0.5374298618987663,1.2826241581406697,-3.7387872552981465,-0.7121428158946748,-0.5765231076985357,0.0,0.0,0.9000000000000004,0.25,0.16666666666666666,0.0,0,0,0,0,0,1,0,0
66,1,1,8.9,8.9,8.9,0.0,4,8,0,0,11,-0.8265309650955518,-0.5374298618987663,1.2826241581406697,0.20319495952707334,-0.7121428158946748,-0.5765231076985357,0.0,0.0,0.9000000000000004,0.75,0.16666666666666666,0.0,0,1,0,0,0,0,0,0
67,1,1,8.5,8.5,8.5,0.0,4,5,0,0,5,-0.8265309650955518,-0.5374298618987663,0.4921886858430515,0.20319495952707334,-1.0750737430844302,-0.5765231076985357,0.0,0.0,0.7000000000000002,0.75,0.08333333333333334,0.0,0,0,0,0,0,1,0,0
68,1,1,8.0,8.0,8.0,0.0,4,5,0,0,28,-0.8265309650955518,-0.5374298618987663,-0.49585565452897035,0.20319495952707334,-1.0750737430844302,-0.5765231076985357,0.0,0.0,0.4500000000000002,0.75,0.08333333333333334,0.0,1,0,0,0,0,0,0,0
69,3,73,7.57,8.7,6.9,1.8,4,27,1,1,17,0.7769391071898188,-0.09117969479604561,-1.3455737872489086,0.20319495952707334,1.5864197229737762,4.382143621570643,0.33333333333333337,0.06672845227062095,0.23500000000000032,0.75,0.6944444444444444,0.8181818181818181,0,0,0,0,0,0,0,0
70,2,193,8.05,8.1,8.0,0.1,4,24,0,0,25,-0.024795928952866468,0.652570583708489,-0.3970512204917668,0.20319495952707334,1.2234887957840208,-0.3010416227391368,0.16666666666666666,0.17794253938832252,0.47500000000000053,0.75,0.611111111111111,0.045454545454545456,1,0,0,0,0,0,0,0
71,5,200,8.0,8.1,7.9,0.2,4,32,0,0,27,2.3804091794751896,0.6959560166212535,-0.49585565452897035,0.20319495952707334,2.1913046016233686,-0.025560137779738017,0.6666666666666666,0.18443002780352177,0.4500000000000002,0.75,0.8333333333333333,0.09090909090909091,0,0,0,0,0,0,0,0
72,2,92,8.45,8.6,8.3,0.3,4,26,0,0,15,-0.024795928952866468,0.026580765967172362,0.3933842518058479,0.20319495952707334,1.4654427472438576,0.24992134717966072,0.16666666666666666,0.08433734939759037,0.6749999999999998,0.75,0.6666666666666666,0.13636363636363635,0,0,0,0,0,0,0,0
73,3,156,7.9,8.1,7.6,0.5,5,25,1,1,27,0.7769391071898188,0.42324758116959077,-0.693464522603374,2.1741860669396833,1.3444657715139392,0.8008843170984583,0.33333333333333337,0.14365152919369786,0.40000000000000036,1.0,0.6388888888888888,0.22727272727272727,0,0,0,0,0,0,0,0
74,4,852,7.32,7.5,7.1,0.4,4,27,1,1,17,1.5786741433325042,4.7369991964958915,-1.8395959574349194,0.20319495952707334,1.5864197229737762,0.5254028321390596,0.5,0.788693234476367,0.11000000000000032,0.75,0.6944444444444444,0.18181818181818182,0,0,0,0,0,0,0,0
75,1,153,8.5,8.5,8.5,0.0,4,38,0,0,27,-0.8265309650955518,0.40465382420697743,0.4921886858430515,0.20319495952707334,2.9171664560028794,-0.5765231076985357,0.0,0.14087117701575533,0.7000000000000002,0.75,1.0,0.0,1,0,0,0,0,0,0,0
76,1,131,7.5,7.5,7.5,0.0,4,9,0,0,27,-0.8265309650955518,0.2682996064811461,-1.4838999949009921,0.20319495952707334,-0.5911658401647563,-0.5765231076985357,0.0,0.12048192771084337,0.20000000000000018,0.75,0.19444444444444445,0.0,1,0,0,0,0,0,0,0
77,5,135,7.46,7.6,7.3,0.3,4,24,0,0,8,2.3804091794751896,0.29309128243129723,-1.562943542130754,0.20319495952707334,1.2234887957840208,0.24992134717966072,0.6666666666666666,0.12418906394810009,0.18000000000000016,0.75,0.611111111111111,0.13636363636363635,0,0,0,0,0,0,0,0
78,3,155,7.1,7.2,7.0,0.2,4,23,0,0,15,0.7769391071898188,0.417049662182053,-2.2743354671986102,0.20319495952707334,1.1025118200541022,-0.025560137779738017,0.33333333333333337,0.14272474513438368,0.0,0.75,0.5833333333333333,0.09090909090909091,0,0,0,0,0,0,1,0
79,2,116,7.75,7.8,7.7,0.1,4,23,1,1,32,-0.024795928952866468,0.17533082166807928,-0.9898778247149812,0.20319495952707334,1.1025118200541022,-0.3010416227391368,0.16666666666666666,0.10658016682113068,0.3250000000000002,0.75,0.5833333333333333,0.045454545454545456,1,0,0,0,0,0,0,0
80,2,190,8.5,8.7,8.3,0.4,4,28,1,1,6,-0.024795928952866468,0.6339768267458756,0.4921886858430515,0.20319495952707334,1.7073966987036946,0.5254028321390596,0.16666666666666666,0.17516218721038,0.7000000000000002,0.75,0.7222222222222221,0.18181818181818182,1,0,0,0,0,0,0,0
81,3,46,7.63,7.8,7.5,0.3,4,16,1,1,0,0.7769391071898188,-0.25852350745956587,-1.2270084664042666,0.20319495952707334,0.255672989944673,0.24992134717966072,0.33333333333333337,0.041705282669138095,0.2650000000000001,0.75,0.38888888888888884,0.13636363636363635,0,0,0,0,0,0,0,1
82,1,25,8.0,8.0,8.0,0.0,4,15,0,0,32,-0.8265309650955518,-0.3886798061978594,-0.49585565452897035,0.20319495952707334,0.13469601421475452,-0.5765231076985357,0.0,0.022242817423540315,0.4500000000000002,0.75,0.36111111111111105,0.0,0,0,0,1,0,0,0,0
83,2,116,7.95,8.0,7.9,0.1,4,18,1,1,26,-0.024795928952866468,0.17533082166807928,-0.5946600885661721,0.20319495952707334,0.4976269414045099,-0.3010416227391368,0.16666666666666666,0.10658016682113068,0.42500000000000027,0.75,0.4444444444444444,0.045454545454545456,1,0,0,0,0,0,0,0
85,2,50,8.1,8.1,8.1,0.0,4,12,0,0,0,-0.024795928952866468,-0.23373183150941473,-0.2982467864545667,0.20319495952707334,-0.22823491297500087,-0.5765231076985357,0.16666666666666666,0.04541241890639481,0.5,0.75,0.2777777777777778,0.0,1,0,0,0,0,0,0,0
86,1,24,7.8,7.8,7.8,0.0,4,10,0,0,29,-0.8265309650955518,-0.3948777251853972,-0.8910733906777795,0.20319495952707334,-0.4701888644348378,-0.5765231076985357,0.0,0.021316033364226137,0.3500000000000001,0.75,0.22222222222222224,0.0,1,0,0,0,0,0,0,0
87,1,13,7.9,7.9,7.9,0.0,4,9,0,0,18,-0.8265309650955518,-0.4630548340483129,-0.693464522603374,0.20319495952707334,-0.5911658401647563,-0.5765231076985357,0.0,0.011121408711770158,0.40000000000000036,0.75,0.19444444444444445,0.0,0,1,0,0,0,0,0,0
88,1,25,8.0,8.0,8.0,0.0,4,7,0,0,28,-0.8265309650955518,-0.3886798061978594,-0.49585565452897035,0.20319495952707334,-0.8331197916245933,-0.5765231076985357,0.0,0.022242817423540315,0.4500000000000002,0.75,0.13888888888888887,0.0,0,0,0,1,0,0,0,0
89,1,24,8.5,8.5,8.5,0.0,4,6,0,0,14,-0.8265309650955518,-0.3948777251853972,0.4921886858430515,0.20319495952707334,-0.9540967673545117,-0.5765231076985357,0.0,0.021316033364226137,0.7000000000000002,0.75,0.1111111111111111,0.0,0,1,0,0,0,0,0,0
90,1,13,8.1,8.1,8.1,0.0,4,8,0,0,23,-0.8265309650955518,-0.4630548340483129,-0.2982467864545667,0.20319495952707334,-0.7121428158946748,-0.5765231076985357,0.0,0.011121408711770158,0.5,0.75,0.16666666666666666,0.0,0,0,0,0,0,0,0,0
91,1,24,8.3,8.3,8.3,0.0,4,5,0,0,14,-0.8265309650955518,-0.3948777251853972,0.09697094969424415,0.20319495952707334,-1.0750737430844302,-0.5765231076985357,0.0,0.021316033364226137,0.6000000000000005,0.75,0.08333333333333334,0.0,0,0,0,0,0,0,0,0
92,2,26,8.05,8.1,8.0,0.1,4,6,0,0,26,-0.024795928952866468,-0.38248188721032167,-0.3970512204917668,0.20319495952707334,-0.9540967673545117,-0.3010416227391368,0.16666666666666666,0.023169601482854497,0.47500000000000053,0.75,0.1111111111111111,0.045454545454545456,0,0,0,0,0,0,1,0
93,1,12,7.5,7.5,7.5,0.0,4,8,0,0,30,-0.8265309650955518,-0.4692527530358507,-1.4838999949009921,0.20319495952707334,-0.7121428158946748,-0.5765231076985357,0.0,0.010194624652455977,0.20000000000000018,0.75,0.16666666666666666,0.0,1,0,0,0,0,0,0,0
94,1,12,7.7,7.7,7.7,0.0,4,6,0,0,18,-0.8265309650955518,-0.4692527530358507,-1.0886822587521832,0.20319495952707334,-0.9540967673545117,-0.5765231076985357,0.0,0.010194624652455977,0.30000000000000027,0.75,0.1111111111111111,0.0,1,0,0,0,0,0,0,0
